name,type,category,hotelClass,priceLevel,priceRange,latitude,longitude,addressObj_city,addressObj_country,locationString,rating,numberOfReviews,rankingPosition,rankingString,rawRanking,aiReviewsSummary,description,reviewTags_0_text,reviewTags_1_text,reviewTags_2_text,reviewTags_3_text,reviewTags_4_text,reviewTags_5_text,reviewTags_6_text,reviewTags_7_text,reviewTags_8_text,reviewTags_9_text,roomTips_0_text,roomTips_1_text,amenities_list,priceRange_clean,priceLevel_numeric,aiReviewsSummary_is_missing,reviewTags_combined,roomTips_combined,ranking_clean
Relax Bali Dive & Spa Resort,HOTEL,hotel,0.0,$$,$120 - $182,-8.249481,115.57384,Kubu,Indonesia,"Kubu, Bali",4.8,190,1,#1 of 2 hotels in Kubu,4.3965516090393,,"Welcome to Resort Relax Bali, your Tulamben “home away from home.” Resort Relax Bali aims to make your visit as relaxing and enjoyable as possible, which is why so many guests continue to come back year after year. Resort Relax Bali is a romantic hotel offering air conditioning, a minibar, and a desk in the rooms, and it is easy to stay connected during your stay as free wifi is offered to guests. The hotel features 24 hour check-in, currency exchange, and a gift shop. Plus, guests can enjoy a pool and free breakfast, which have made this a popular choice among travelers visiting Tulamben. For guests with a vehicle, free parking is available. If you like cafes, Resort Relax Bali is conveniently located near The French Warung and Warung Komang. Best of all, Resort Relax Bali makes it easy to experience some great Tulamben attractions like USS Liberty Shipwreck, which is a popular historic site. Resort Relax Bali puts the best of Tulamben at your fingertips, making your stay both relaxing and enjoyable.",sea view,swimming pool,nice place to stay,an unforgettable experience,on site restaurant,diving center,diving experience,czech,trips,privacy,"I can recommend the Dive Center, especially the Dive Instructor, Maja, and the Dive Master, Rivaldi, that is if you like to dive.","It has a full-service dive shop. You can book scuba outings daily and one of their spots is located immediately off the beach of the resort,","Pool, Internet, Beachfront, Free Internet, Free parking, Restaurant, Bar/Lounge, Free Wifi, Breakfast included, Dry Cleaning, Non-smoking rooms, Laundry Service, Air conditioning, Multilingual Staff, Minibar, Safe, Breakfast Buffet, Poolside Bar, Outdoor pool, Breakfast Available, Bottled Water, Couples Massage, Czech, Diving, Facial Treatments, 24-Hour Security, Snorkeling, Beach Access, Kids Activities, Suites, Pets Allowed, Wifi, Family Rooms, Private Balcony, Parking, Baggage Storage, 24-Hour Check-in, Currency Exchange, Desk, English, Fishing, German, Gift Shop, Indonesian, Massage",151.0,2.0,1,"sea view, swimming pool, nice place to stay, an unforgettable experience, on site restaurant, diving center, diving experience, czech, trips, privacy","I can recommend the Dive Center, especially the Dive Instructor, Maja, and the Dive Master, Rivaldi, that is if you like to dive. It has a full-service dive shop. You can book scuba outings daily and one of their spots is located immediately off the beach of the resort,",1
Ketut's Place Bed & Breakfast Ubud,HOTEL,hotel,3.0,$,$36 - $51,-8.500443,115.26536,Ubud,Indonesia,"Ubud, Gianyar Regency, Bali",4.4,739,113,#113 of 368 hotels in Ubud,4.45311498641967,,"Ketut and his family welcome their guest to share their bed & breakfast. The beautiful guest rooms are nestled throughout the property, which has been built in mix modern and traditional architectural style, with beautiful decorations in each room and enchanting scenery. Each morning breakfast can be served poolside overlooking the peaceful gardens and landscape.",family temple,the river,bed and breakfast,deluxe rooms,monkey forest,rice fields,compound,homestay,massage,batur,Don’t book here ,"Road is under construction so either u need 2 walk 200m or u need 2 take diversion of 7 KM.
Breakfast is limited for vegetarians ","Pool, Internet, Free Internet, Wifi, Free Wifi, Suites, Room service, Airport transportation, Public Wifi, Breakfast included, Dry Cleaning, Non-smoking rooms, Laundry Service, Concierge, Air conditioning, Multilingual Staff, Private Balcony, Outdoor pool, Housekeeping, Baggage Storage, Bath / Shower, Bottled Water, Breakfast in the Room, English, Indonesian, Massage, Sun Loungers / Beach Chairs, Restaurant, Smoking rooms available, Safe, Breakfast Available, Bicycle Rental, Bicycle Tours, Coffee Shop, Coffee / Tea Maker, Desk, Electric Kettle, Extra Long Beds, Foot Massage, 24-Hour Front Desk, Full Body Massage, Head Massage, Hiking, Ironing Service, Landmark View, Manicure, Mosquito Net, Neck Massage, Outdoor Dining Area, Patio, Pedicure, Pool View, Private Bathrooms, Seating Area, Secured Parking, Snorkeling, Special Diet Menus, Street Parking, Sun Deck, Taxi Service, Umbrella, Walking Tours, Wardrobe / Closet, Beach Access",43.5,1.0,1,"family temple, the river, bed and breakfast, deluxe rooms, monkey forest, rice fields, compound, homestay, massage, batur",Don’t book here Road is under construction so either u need 2 walk 200m or u need 2 take diversion of 7 KM. Breakfast is limited for vegetarians,113
Aryaswara Villa Ubud,HOTEL,hotel,3.0,$,$57 - $109,-8.525859,115.24379,Ubud,Indonesia,"Ubud, Gianyar Regency, Bali",4.7,276,79,#79 of 503 hotels in Ubud,4.71233177185058,"Aryaswara Villa Ubud garners praise for offering a serene escape at great value, with many guests commending the cost-effective services. The villa's cleanliness is a highlight, with well-kept rooms and peaceful garden spaces. Reviewers appreciate the spacious, comfortable rooms equipped with air conditioning and large bathrooms. Although its tranquil location is appreciated by guests seeking quietude, others note the distance from central Ubud as a drawback. The villa's amenities and traditional Balinese atmosphere receive accolades, though some mention breakfast could be warmer. The attentive and personal service provided by the staff is consistently celebrated.","The Aryaswara Villa Ubud comprise of 5 beautifully appointed rooms and 2 villas featuring a Joglo or traditional Javanese wooden pavilion set within a Balinese style garden and private swimming pool. The resort design is inspired by the Balinese Tri Hita Karana philosophy, one’s relationship with God, living beings and the Earth, showcasing a thoughtful contemporary modern design and ancient tradition similar to an authentic Balinese residence.",main building,swimming pool,indonesian breakfast,late at night,shuttle,villa,edy,scooter,driver,massage,Spa facilities are over priced.,"Everything was perfect, great atmosphere ","Pool, Internet, Shuttle Bus Service, Room service, Free Internet, Free parking, Spa, Airport transportation, Wifi, Public Wifi, Free Wifi, Dry Cleaning, Non-smoking rooms, Laundry Service, Concierge, Air conditioning, Multilingual Staff, Minibar, Safe, Flatscreen TV, Private Balcony, Butler Service, Outdoor pool, Free Shuttle or Taxi Services, Baggage Storage, Bathrobes, Bicycle Tours, Breakfast in the Room, Car Hire, Couples Massage, English, Foot Massage, 24-Hour Front Desk, Full Body Massage, Indonesian, Ironing Service, Massage, Pool / Beach Towels, 24-Hour Security, Sun Loungers / Beach Chairs, Sun Umbrellas, Babysitting, Breakfast Available, Bicycle Rental, Parking Garage",83.0,1.0,0,"main building, swimming pool, indonesian breakfast, late at night, shuttle, villa, edy, scooter, driver, massage","Spa facilities are over priced. Everything was perfect, great atmosphere",79
Origin Uluwatu,HOTEL,hotel,3.0,$,$80 - $121,-8.816798,115.11949,Pecatu,Indonesia,"Pecatu, Bukit Peninsula, Bali",4.9,170,1,#1 of 58 hotels in Pecatu,4.78831338882446,"Origin Uluwatu has earned rave reviews for its pristine and well-equipped rooms, complete with outdoor bathrooms and private pools, although a few guests have mentioned issues with mosquitoes. The service at this hotel is consistently lauded as exceptional, with staff members who are keen to exceed guest expectations. Many travelers have noted the outstanding value offered by the hotel, including a room-inclusive breakfast and overall affordability. The hotel's atmosphere and cleanliness are also highly praised, with its luxurious blend of comfort and aesthetics, especially in the lush gardens and serene pool area. Additionally, the strategic location near beaches and attractions, coupled with top-notch amenities, make Origin Uluwatu a popular choice among guests.","A collection of 14 luxury tents ensconced in lush tropical gardens, Origin Uluwatu is the first tented resort of its kind in Bali’s famed Bukit. Minutes away from Padang Padang, Bingin and Dreamland beaches, Origin Uluwatu features Ember Restaurant & Charcoal Bar, Origin Spa and a dedicated geodesic dome kitted out for children.",fire pit,private pool,every night,cool concept,beautiful bathroom,outdoor bathroom,turn down service,comfortable stay,place to stay,loved our stay,"The location isn’t close to shops etc, which we really liked. You do need transport to get anywhere but it’s very cheap and easy to access. ",Get a scooter and discover the beaches around.,"Pool, Internet, Room service, Free Internet, Free parking, Bar/Lounge, Wifi, Free Wifi, Breakfast included, Non-smoking rooms, Laundry Service, Air conditioning, Minibar, Safe, Poolside Bar, Outdoor pool, Private Pools, Breakfast Available, Housekeeping, Bath / Shower, Bicycles Available, Blackout Curtains, Board Games / Puzzles, Coffee / Tea Maker, Outdoor Furniture, Pool / Beach Towels, Kids Activities, Suites, Restaurant, Airport transportation, Dry Cleaning, Concierge, Family Rooms, Baggage Storage, BBQ Facilities, Books, DVDs, Music for Children, Bottled Water, Breakfast in the Room, Cable / Satellite TV, Canoeing, Canoeing Off-site, 24-Hour Check-in, Children's Television Networks, Clothes Rack, Complimentary Tea, Couples Massage, Desk, Dining Area, Diving, English, First Aid Kit, Foot Bath, Foot Massage, Complimentary Instant Coffee, Complimentary Toiletries, Complimentary Welcome Drink, 24-Hour Front Desk, Full Body Massage, Game Room, Hair Dryer, Hand Massage, Head Massage, Highchairs Available, Hiking, Indonesian, Indoor Play Area for Children, Interconnected room(s) available, Kids' Meals, Laptop Safe, Massage, Neck Massage, Outdoor Dining Area, Outdoor Fireplace, Pool View, Private Bathrooms, Seating Area, 24-Hour Security, Separate Dining Area, Separate Living Room, Snorkeling",100.5,1.0,0,"fire pit, private pool, every night, cool concept, beautiful bathroom, outdoor bathroom, turn down service, comfortable stay, place to stay, loved our stay","The location isn’t close to shops etc, which we really liked. You do need transport to get anywhere but it’s very cheap and easy to access. Get a scooter and discover the beaches around.",1
18 Suite Villa Loft,HOTEL,hotel,4.0,$,$37 - $67,-8.732418,115.168976,Kuta,Indonesia,"Kuta, Kuta District, Bali",4.3,408,48,#48 of 415 hotels in Kuta,4.28826522827148,,"18 Suite Villa Loft is a one of a kind type accommodation - cohesive combination between hotel suite room and villa ambiance. 18 Suite Villa Loft is specially designed for guest who wish to have ""a home away from home"" in the center of Kuta.Settled in a secluded area yet still in walking distance to the world famous Kuta beach, shopping centers, day spas, other hotels and restaurants, bars and clubs, 18 Suite Villa Loft is exclusively built in limited units which are reflecting minimalist modern style blended with the beauty of Indonesian design. The whole mixture creating the most unique and relaxing ambiance, a perfect hide away.Friendly and professional staff are ready around the clock to pamper the guest with excellent service and enjoyable stay.",private pool,walking distance,shopping mall,kuta area,honeymoon,bali,bathtub,,,,"THE RESORT HAS ITS OWN VEHICLE AND VERY KNOWLEDGABLE, SAFE AND VERY FRIENDLY, LOCAL DRIVER WHO WILL TAKE YOU ANYWHERE YOU DESIRE IN BALI.",Don't think twice while booking this hotel. ,"Internet, Free Internet, Wifi, Free Wifi, Pool, Room service, Free parking, Spa, Laundry Service, Concierge, Shuttle Bus Service, Suites, Kitchenette, Airport transportation, Breakfast included, Dry Cleaning, Multilingual Staff, Safe, Flatscreen TV, Indoor pool, Outdoor pool, Private Pools, Breakfast Available, Housekeeping, Bath / Shower, Blackout Curtains, Bottled Water, Breakfast in the Room, Car Hire, English, Complimentary Instant Coffee, 24-Hour Security, Sun Umbrellas, Kids pool, Parking, Kids Stay Free, Baggage Storage, Bathrobes, Bicycles Available, Body Wrap, Bridal Suite, Cable / Satellite TV, 24-Hour Check-in, Children's Television Networks, Chinese, Clothes Rack, Coffee / Tea Maker, Couples Massage, Dining Area, Evening Entertainment, Extra Long Beds, Facial Treatments, Fireplace, First Aid Kit, Fitness / Spa Locker Rooms, Foot Bath, Foot Massage, Free Private Parking Nearby, Free Public Parking Nearby, Complimentary Toiletries, Complimentary Welcome Drink, Full Body Massage, Hair Dryer, Hand Massage, Happy Hour, Head Massage, Hot Spring Bath, Indonesian, Interconnected room(s) available, iPod Docking Station, Ironing Service, Laptop Safe, Massage, Massage Chair, On-Demand Movies, Pool View, Private Bathrooms, Radio, Seating Area, Separate Dining Area",52.0,1.0,1,"private pool, walking distance, shopping mall, kuta area, honeymoon, bali, bathtub","THE RESORT HAS ITS OWN VEHICLE AND VERY KNOWLEDGABLE, SAFE AND VERY FRIENDLY, LOCAL DRIVER WHO WILL TAKE YOU ANYWHERE YOU DESIRE IN BALI. Don't think twice while booking this hotel.",48
Sana Vie Villa Seminyak by Ini Vie Hospitality,HOTEL,hotel,4.0,$$,$55 - $143,-8.6754,115.17248,Kerobokan,Indonesia,"Kerobokan, North Kuta, Bali",5.0,1234,5,#5 of 44 hotels in Kerobokan,4.56958532333374,"Sana Vie Villa Seminyak shines for many guests, thanks to its luxurious amenities such as private pools and modern in-villa services. The staff's friendly and attentive service has garnered frequent praise, enhancing guest experiences. While the villa's cleanliness is consistently applauded, opinions on value diverge, with some guests finding the space modern and others less impressed. The atmosphere is largely considered serene and romantic, despite isolated comments about wear. Its prime location offers a peaceful haven close to Seminyak's buzz, but some rooms may need updating.","Sana Vie Villa is a contemporary romantic villa in Seminyak, Bali, offering a luxurious honeymoon retreat. Featuring One-Bedroom and Two-Bedroom Private Pool Villas, each villa is designed with a blend of modern Balinese and Japanese aesthetics, crafted with passion and attention to detail. Equipped with high-end facilities and premium amenities, Sana Vie Villa ensures an intimate and unforgettable stay. Ideally located just 5 minutes from Jalan Petitenget’s top restaurants and shops, 10 minutes from Batu Belig Beach, and a 25-minute drive from Ngurah Rai Airport, it provides the perfect balance of tranquility and accessibility.",smart room,private pool,outdoor bathtub,honeymoon stay,strategic location,great stay,affordable price,enjoyed our stay,front office,place to stay,There is limited shopping on the street but only a short trip (depending on traffic) to  Seminyak square. ,Parking is limited so best to check first,"Room service, Free parking, Restaurant, Kitchenette, Spa, Airport transportation, Free Wifi, Breakfast included, Dry Cleaning, Hot Tub, Non-smoking rooms, Laundry Service, Concierge, Air conditioning, Multilingual Staff, Microwave, Refrigerator in room, Minibar, Non-smoking hotel, Safe, Flatscreen TV, Butler Service, Private Pools, Housekeeping, Additional Bathroom, Baggage Storage, Bathrobes, Blackout Curtains, Bottled Water, Breakfast in the Room, Car Hire, 24-Hour Check-in, Clothes Rack, Complimentary Tea, Desk, English, Complimentary Instant Coffee, Complimentary Toiletries, 24-Hour Front Desk, Hair Dryer, Indonesian, Iron, Private Check-in / Check-out, Seating Area, 24-Hour Security, Sofa, Telephone, Wake Up Service / Alarm Clock, Family Rooms, Breakfast Available, Cable / Satellite TV, Complimentary Welcome Drink, Pool View, Separate Dining Area, Sofa Bed, Umbrella, Walk-in Shower, Beach Access",99.0,2.0,0,"smart room, private pool, outdoor bathtub, honeymoon stay, strategic location, great stay, affordable price, enjoyed our stay, front office, place to stay",There is limited shopping on the street but only a short trip (depending on traffic) to Seminyak square. Parking is limited so best to check first,5
Santi Mandala Villa & Spa,HOTEL,hotel,4.0,$,$59 - $88,-8.584124,115.26391,Sukawati,Indonesia,"Sukawati, Gianyar Regency, Bali",4.4,644,1,#1 of 6 resorts in Sukawati,4.36270713806152,,7 elegantly appointed luxury pool villas with innovative and inspiring design reflecting harmonious blend of modern and Balinese architecture adjacent with 20 contemporary and beautiful Balinese villas.,private pool,central ubud,buffet breakfast,wonderful resort,river,waterfall,villa,bali,nature,massage,"Free WiFi but no tv, romance getaway. You will love the rooms with private pool.",Our stay was truly a breath of peace and tranquility.,"Pool, Restaurant, Suites, Room service, Shuttle Bus Service, Free parking, Breakfast included, Internet, Free Internet, Spa, Airport transportation, Wifi, Free Wifi, Dry Cleaning, Hot Tub, Non-smoking rooms, Laundry Service, Concierge, Air conditioning, Family Rooms, Multilingual Staff, Safe, Swimup Bar, Flatscreen TV, Breakfast Buffet, Poolside Bar, Private Balcony, Outdoor pool, Breakfast Available, Parking, Free Shuttle or Taxi Services, Additional Bathroom, Baggage Storage, 24-Hour Check-in, Couples Massage, English, Foot Massage, Full Body Massage, Pool / Beach Towels, Minibar",73.5,1.0,1,"private pool, central ubud, buffet breakfast, wonderful resort, river, waterfall, villa, bali, nature, massage","Free WiFi but no tv, romance getaway. You will love the rooms with private pool. Our stay was truly a breath of peace and tranquility.",1
Hotel Neo Denpasar,HOTEL,hotel,3.0,$,$21 - $33,-8.636652,115.193,Denpasar,Indonesia,"Denpasar, Bali",4.3,265,34,#34 of 425 hotels in Denpasar,4.19384717941284,,"Plan an unforgettable visit to Hotel NEO Denpasar! Surrounded by well known local attractions, Hotel NEO Denpasar is the ideal location to start your journey to the artistic Art Center, Bajra Sandhi Monument and Jagatnatha Temple. Located just 45 minutes from Ngurah Rai International Airport, the hotel is at the center of experiencing what Denpasar Bali has to offer. 112 guest rooms across 5 floors ensures we have ample space for all groups and a passionate team to serve all our guests. For your business needs, hotel NEO Denpasar is equipped with 4 stylish meeting rooms. We can accommodate up to 400 guests in large theater style conferences or in small boardroom sessions. All the meeting rooms are air-conditioned and fully equipped with a sound system, writing board, LCD projector and screen, plus high speed Wi-fi internet access.",recommended hotel,noodles,,,,,,,,,Try to ask a room with river view,Open wide the door terrace to enjoy the sounds of river flows,"Pool, Internet, Kids Activities, Suites, Room service, Free Internet, Free parking, Restaurant, Spa, Public Wifi, Free Wifi, Breakfast included, Dry Cleaning, Meeting rooms, Non-smoking rooms, Business center, Laundry Service, Banquet Room, Air conditioning, Multilingual Staff, Minibar, Safe, Flatscreen TV, Breakfast Buffet, Outdoor pool, Breakfast Available, ATM On Site, Bath / Shower, 24-Hour Check-in, Coffee Shop, Currency Exchange, Desk, English, Complimentary Toiletries, 24-Hour Front Desk, Hair Dryer, Indonesian, 24-Hour Security, Telephone, Wheelchair access, Bar/Lounge, Airport transportation, Wifi, Hot Tub, Fitness center, Concierge, Family Rooms, Conference Facilities, Non-smoking hotel, Parking, Additional Bathroom, Clothes Rack, Coffee / Tea Maker, Massage, Newspaper, Paid Private Parking On-site, Seating Area, Shoeshine, Wake Up Service / Alarm Clock",27.0,1.0,1,"recommended hotel, noodles",Try to ask a room with river view Open wide the door terrace to enjoy the sounds of river flows,34
Rhadana Kuta,HOTEL,hotel,3.0,$,$18 - $31,-8.718134,115.181274,Kuta,Indonesia,"Kuta, Kuta District, Bali",4.4,495,46,#46 of 279 hotels in Kuta,4.29640054702758,,"See why so many travelers make Rhadana Kuta their hotel of choice when visiting Kuta. Providing an ideal mix of value, comfort and convenience, it offers a trendy setting with an array of amenities designed for travelers like you. Rooms at Rhadana Kuta provide a flat screen TV and air conditioning, and guests can stay connected with free wifi. In addition, while staying at Rhadana Kuta guests have access to a 24 hour front desk, a concierge, and room service. You can also enjoy a pool and breakfast. Need a place to park? Free parking is available at Rhadana Kuta. While staying at Rhadana Kuta, visitors can check out Gili Gili Fastboat (0.2 mi) and Ground Zero Monument (0.4 mi), some of Kuta's top attractions. If you like Asian restaurants, Rhadana Kuta is conveniently located near Sky Garden Bali, Fat Chow, and Poppies Restaurant. There is no shortage of things to do in the area: explore popular art galleries such as Wake Bali Art Market, Central Wave Painting, and Ikat Gallery. We’re sure you’ll enjoy your stay at Rhadana Kuta as you experience all of the things Kuta has to offer.",studio room,nice hotel,nice stay,thematic,,,,,,,Merta friendly staff here ,Avoid this place there are better options available for this price,"Free parking, Pool, Internet, Room service, Free Internet, Restaurant, Airport transportation, Wifi, Free Wifi, Breakfast included, Dry Cleaning, Meeting rooms, Non-smoking rooms, Laundry Service, Concierge, Air conditioning, Family Rooms, Multilingual Staff, Non-smoking hotel, Flatscreen TV, Breakfast Buffet, Outdoor pool, Complimentary Tea, 24-Hour Front Desk, Indonesian, 24-Hour Security, Taxi Service, Kids Activities, Safe, Breakfast Available, Baggage Storage, English, Ironing Service, Malay, Pool / Beach Towels, Beach Access",24.5,1.0,1,"studio room, nice hotel, nice stay, thematic",Merta friendly staff here Avoid this place there are better options available for this price,46
Pondok Sebatu Villa,HOTEL,hotel,3.0,$,$49 - $101,-8.407956,115.29515,Sebatu,Indonesia,"Sebatu, Tegalalang, Gianyar Regency, Bali",4.7,336,4,#4 of 16 hotels in Sebatu,4.57486867904663,,"Pondok Sebatu Villa Ubud Bali is one of the Joglo Style Villa In Ubud, Located in a historical village Named Sebatu Village, Tegalalang, Ubud, Gianyar, Bali with famous temple called Gunung Kawi Sebatu Temple. Pondok Sebatu Villa is consisting of 1 unit of 3 bedroom pool villa and 2 units of 2 bed room pool villa. 2 Units of One Bedroom Pool Villa and 5 units of One Bedroom Deluxe. Our management team have just completed setting up period and has just opened starting from May 2014. Let's start to feel our fresh weather, nature and culture. Just short description about Ubud and Tegalalang: Ubud is a remarkable town in the middle of the island of Bali. For more than a century, it has been the island's preeminent centre for fine arts, dance and music. Nonetheless, Ubud is still popular with backpackers, mystics and all the finest fringe elements of global society. Ubud is not ""ruined"". Its character is too strong to be destroyed. It still draws people who add something; people who are actively involved in art, nature, anthropology, music, dance, architecture, environmentalism, ""alternative modalities,"" and more. Ubud is arguably the best place to use as a base if you're visiting Bali; if you're looking for culture, comfort, nature and inspiration. Ubud is surrounded bymost of the things that bring people to Bali -- scenic rice fields, small villages, art and craft communities, ancient temples, palaces and rivers. Tegalalang Rice Terrace is one of the famous tourist objects in Bali situated in Tegalalang Village north of Ubud Bali featured by the amazing rice terrace set the cliff. Tegalalang Village is located on 600 m above sea levels covered by good temperature where most of the villagers as a farmer. It offers the stunning view of rice terrace where we can see from the main road from Kintamani to Ubud. This rice terrace is one of the alternative tourist destinations to visit during Kintamani Tour or Ubud Village tour.",private pool,free upgrade,rice terrace view,thank you so much,villa,bali,yogi,wishes,beauty,,"Be aware that the property is build into the hill, which makes for an amazing view, but there are many, uneven steps and only some hand rails.","Rend a Scooter, or be ready to walk from the main road.   For me its the best part, it brings quiet.  ","Internet, Free Internet, Wifi, Free Wifi, Pool, Shuttle Bus Service, Suites, Room service, Free parking, Restaurant, Bar/Lounge, Spa, Airport transportation, Public Wifi, Breakfast included, Dry Cleaning, Laundry Service, Concierge, Air conditioning, Multilingual Staff, Minibar, Safe, Flatscreen TV, Private Balcony, Infinity Pool, Outdoor pool, Private Pools, Breakfast Available, Parking, Free Shuttle or Taxi Services, Bicycle Rental, Couples Massage, Foot Massage, Full Body Massage, Indonesian, Mosquito Net, Pool with View, Non-smoking rooms",75.0,1.0,1,"private pool, free upgrade, rice terrace view, thank you so much, villa, bali, yogi, wishes, beauty","Be aware that the property is build into the hill, which makes for an amazing view, but there are many, uneven steps and only some hand rails. Rend a Scooter, or be ready to walk from the main road. For me its the best part, it brings quiet.",4
The Samata,HOTEL,hotel,4.0,$$,$81 - $122,-8.649593,115.26736,Kesiman Kertalangu,Indonesia,"Kesiman Kertalangu, Denpasar, Bali",4.8,363,1,#1 of 3 hotels in Kesiman Kertalangu,4.72273874282836,,"The Samata Sanur is a luxury Sanur villa resort designed for the health-conscious traveller. In keeping with the philosophy of the resort's parent company, Lifestyle Retreats, The Samata Sanur provides a place where you can improve your lifestyle balance by engaging in fitness, sports, healthy dining and complete relaxation. Check in to one of our exquisite Suites or Pool Villas, gaze out over our neighbouring emerald rice fields and the distant, shimmering Indian Ocean. Once you are settled in, revitalise yourself with exercise in our state-of-the-art fitness facilities, make use of our experienced personal trainers, luxuriate in our blissful spa and enjoy delicious cuisine in our health-conscious gourmet restaurant.",rice fields,bedroom villa,private pool,rest and relaxation,tucked away,beautiful property,taxi ride,stayed longer,we loved our stay,breakfast was included,"Use the butlers WhatsApp to arrange whatever you need.

If you don't leave a deposit, they don't fill your minibar",Definitly book one of the villas. They all have a private pool and a lounge area. Villa 6 is the best,"Pool, Internet, Suites, Room service, Free Internet, Free parking, Restaurant, Bar/Lounge, Kitchenette, Spa, Airport transportation, Wifi, Public Wifi, Free Wifi, Breakfast included, Dry Cleaning, Tennis Court, Fitness center, Laundry Service, Concierge, Air conditioning, Multilingual Staff, Minibar, Babysitting, Safe, Flatscreen TV, Private Balcony, Butler Service, Infinity Pool, Outdoor pool, Private Pools, Breakfast Available, Additional Bathroom, Baggage Storage, Bathrobes, Bottled Water, Breakfast in the Room, Car Hire, Coffee / Tea Maker, Complimentary Tea, Couples Massage, English, Facial Treatments, Fitness Classes, Fitness / Spa Locker Rooms, Foot Massage, Complimentary Instant Coffee, 24-Hour Front Desk, Full Body Massage, Hair Dryer, Indonesian, Ironing Service, Massage, Pool / Beach Towels, Pool with View, 24-Hour Security, Sun Loungers / Beach Chairs, Sun Umbrellas, Taxi Service, BBQ Facilities, Billiards, On-Demand Movies, Sun Terrace, Beach Access",101.5,2.0,1,"rice fields, bedroom villa, private pool, rest and relaxation, tucked away, beautiful property, taxi ride, stayed longer, we loved our stay, breakfast was included","Use the butlers WhatsApp to arrange whatever you need. If you don't leave a deposit, they don't fill your minibar Definitly book one of the villas. They all have a private pool and a lounge area. Villa 6 is the best",1
Villa Jerami & Spa,HOTEL,hotel,3.0,$$,$116 - $174,-8.687805,115.170265,Seminyak,Indonesia,"Seminyak, Kuta District, Bali",4.6,421,25,#25 of 315 villas in Seminyak,4.54800128936767,,"In harmony with nature, Villa Jerami is present with luxurious abode superbly located in Seminyak Bali. Carefully designed to take advantage of the serene Balinese nuance and modern minimalist style it spawns a simple elegance and unusual sense of privacy. It’s a sanctuary living where you could enrich experience within the splendor of local culture while nourishing your body, mind and soul by quite a few spa treatments. Then to pamper your appetite, go through our exceptional private BBQ or other choice of scrumptious delicacies.",private pool,clean pool,living room,dining table,home away from home,villa,bali,massage,vila,tub,Enter from Spa side to reach market directly. Not much to do around hotel. ,The royal villas are a little more luxurious.  Try out the spa,"Pool, Internet, Shuttle Bus Service, Suites, Room service, Free Internet, Free parking, Restaurant, Bar/Lounge, Kitchenette, Spa, Airport transportation, Wifi, Public Wifi, Free Wifi, Breakfast included, Dry Cleaning, Non-smoking rooms, Laundry Service, Concierge, Air conditioning, Family Rooms, Multilingual Staff, Microwave, Refrigerator in room, Minibar, Safe, Flatscreen TV, Indoor pool, Butler Service, Private Pools, Breakfast Available, Indonesian, 24-Hour Security, Hot Tub, Smoking rooms available, Beach Access",145.0,2.0,1,"private pool, clean pool, living room, dining table, home away from home, villa, bali, massage, vila, tub",Enter from Spa side to reach market directly. Not much to do around hotel. The royal villas are a little more luxurious. Try out the spa,25
Pearl Boutique Hotel Adult Only,HOTEL,hotel,3.5,$,$66 - $85,-8.69706,115.16669,Legian,Indonesia,"Legian, Kuta District, Bali",4.4,532,27,#27 of 136 hotels in Legian,4.37447214126586,,"Ideally located just 15 minutes from the airport, our adults-only boutique hotel is the perfect starting point for your adventures into the serene and rural heart of Bali. Nestled in a lush, tropical garden, it's a sanctuary of peace where you can unwind by the pool or take a leisurely five-minute stroll to nearby shops, restaurants, massage parlors, and vibrant nightclubs. As the day fades, savor the breathtaking view of the sunset over the iconic Legian Beach, just a few hundred yards away. Our relaxed, discreet, and professional staff are dedicated to ensuring your stay is nothing short of exceptional. Please note: To maintain a tranquil and sophisticated atmosphere, our hotel exclusively accommodates adults. No children are allowed.",quiet hotel,hot water,day bed,massage,spa,privacy,aud,,,,Ideal upon arrival to unwind and acclimate and also for departure close to the airport.,"NO KIDS , this is a smaller boutique hotel , its fabulous & friendly !","Pool, Free Internet, Suites, Bar/Lounge, Spa, Breakfast included, Dry Cleaning, Non-smoking rooms, Laundry Service, Air conditioning, Multilingual Staff, Accessible rooms, Refrigerator in room, Minibar, Safe, Flatscreen TV, Outdoor pool, Housekeeping, Adults Only, Baggage Storage, Bottled Water, English, Foot Massage, Full Body Massage, Indonesian, Sun Loungers / Beach Chairs, Sun Umbrellas, Airport transportation, Wifi, Private Balcony, Blackout Curtains, Car Hire, Clothes Rack, Desk, Electric Kettle, French, 24-Hour Front Desk, Ironing Service, Massage, Mosquito Net, Pool View, Private Bathrooms, Walk-in Shower, Wardrobe / Closet, Yoga Classes, Beach Access",75.5,1.0,1,"quiet hotel, hot water, day bed, massage, spa, privacy, aud","Ideal upon arrival to unwind and acclimate and also for departure close to the airport. NO KIDS , this is a smaller boutique hotel , its fabulous & friendly !",27
